,theta,phi,cluster
2514,0.12,0.08,2
2515,0.12,0.082,2
2516,0.12,0.084,2
2517,0.12,0.086,2
2518,0.12,0.088,2
2519,0.12,0.09,2
2520,0.12,0.092,2
2521,0.12,0.094,2
2522,0.12,0.096,2
2523,0.12,0.098,2
2524,0.12,0.1,2
2525,0.125,-0.1,1
2526,0.125,-0.098,1
2527,0.125,-0.096,1
2528,0.125,-0.094,1
2529,0.125,-0.092,1
2530,0.125,-0.09,1
2531,0.125,-0.088,1
2532,0.125,-0.086,1
2533,0.125,-0.084,1
2534,0.125,-0.082,1
2535,0.125,-0.08,1
2536,0.125,-0.078,1
2537,0.125,-0.076,1
2538,0.125,-0.074,1
2539,0.125,-0.072,1
2540,0.125,-0.07,1
2541,0.125,-0.068,1
2542,0.125,-0.066,1
2543,0.125,-0.064,1
2544,0.125,-0.062,1
2545,0.125,-0.06,1
2546,0.125,-0.058,1
2547,0.125,-0.056,1
2548,0.125,-0.054,1
2549,0.125,-0.052,1
2550,0.125,-0.05,1
2551,0.125,-0.048,1
2552,0.125,-0.046,1
2553,0.125,-0.044,1
2554,0.125,-0.042,1
2555,0.125,-0.04,1
2556,0.125,-0.038,1
2557,0.125,-0.036,1
2558,0.125,-0.034,1
2559,0.125,-0.032,1
2560,0.125,-0.03,1
2561,0.125,-0.028,1
2562,0.125,-0.026,1
2563,0.125,-0.024,1
2564,0.125,-0.022,1
2565,0.125,-0.02,1
2566,0.125,-0.018,1
2567,0.125,-0.016,1
2568,0.125,-0.014,3
2569,0.125,-0.012,3
2570,0.125,-0.01,3
2571,0.125,-0.008,3
2572,0.125,-0.006,3
2573,0.125,-0.004,3
2574,0.125,-0.002,3
2575,0.125,0.0,3
2576,0.125,0.002,3
2577,0.125,0.004,3
2578,0.125,0.006,3
2579,0.125,0.008,3
2580,0.125,0.01,3
2581,0.125,0.012,3
2582,0.125,0.014,3
2583,0.125,0.016,2
2584,0.125,0.018,2
2585,0.125,0.02,2
2586,0.125,0.022,2
2587,0.125,0.024,2
2588,0.125,0.026,2
2589,0.125,0.028,2
2590,0.125,0.03,2
2591,0.125,0.032,2
2592,0.125,0.034,2
2593,0.125,0.036,2
2594,0.125,0.038,2
2595,0.125,0.04,2
2596,0.125,0.042,2
2597,0.125,0.044,2
2598,0.125,0.046,2
2599,0.125,0.048,2
2600,0.125,0.05,2
2601,0.125,0.052,2
2602,0.125,0.054,2
2603,0.125,0.056,2
2604,0.125,0.058,2
2605,0.125,0.06,2
2606,0.125,0.062,2
2607,0.125,0.064,2
2608,0.125,0.066,2
2609,0.125,0.068,2
2610,0.125,0.07,2
2611,0.125,0.072,2
2612,0.125,0.074,2
2613,0.125,0.076,2
2614,0.125,0.078,2
2615,0.125,0.08,2
2616,0.125,0.082,2
2617,0.125,0.084,2
2618,0.125,0.086,2
2619,0.125,0.088,2
2620,0.125,0.09,2
2621,0.125,0.092,2
2622,0.125,0.094,2
2623,0.125,0.096,2
2624,0.125,0.098,2
2625,0.125,0.1,2
2626,0.13,-0.1,1
2627,0.13,-0.098,1
2628,0.13,-0.096,1
2629,0.13,-0.094,1
2630,0.13,-0.092,1
2631,0.13,-0.09,1
2632,0.13,-0.088,1
2633,0.13,-0.086,1
2634,0.13,-0.084,1
2635,0.13,-0.082,1
2636,0.13,-0.08,1
2637,0.13,-0.078,1
2638,0.13,-0.076,1
2639,0.13,-0.074,1
2640,0.13,-0.072,1
2641,0.13,-0.07,1
2642,0.13,-0.068,1
2643,0.13,-0.066,1
2644,0.13,-0.064,1
2645,0.13,-0.062,1
2646,0.13,-0.06,1
2647,0.13,-0.058,1
2648,0.13,-0.056,1
2649,0.13,-0.054,1
2650,0.13,-0.052,1
2651,0.13,-0.05,1
2652,0.13,-0.048,1
2653,0.13,-0.046,1
2654,0.13,-0.044,1
2655,0.13,-0.042,1
2656,0.13,-0.04,1
2657,0.13,-0.038,1
2658,0.13,-0.036,1
2659,0.13,-0.034,1
2660,0.13,-0.032,1
2661,0.13,-0.03,1
2662,0.13,-0.028,1
2663,0.13,-0.026,1
2664,0.13,-0.024,1
2665,0.13,-0.022,1
2666,0.13,-0.02,1
2667,0.13,-0.018,3
2668,0.13,-0.016,3
2669,0.13,-0.014,3
2670,0.13,-0.012,3
2671,0.13,-0.01,3
2672,0.13,-0.008,3
2673,0.13,-0.006,3
2674,0.13,-0.004,3
2675,0.13,-0.002,3
2676,0.13,0.0,3
2677,0.13,0.002,3
2678,0.13,0.004,3
2679,0.13,0.006,3
2680,0.13,0.008,3
2681,0.13,0.01,3
2682,0.13,0.012,3
2683,0.13,0.014,3
2684,0.13,0.016,2
2685,0.13,0.018,2
2686,0.13,0.02,2
2687,0.13,0.022,2
2688,0.13,0.024,2
2689,0.13,0.026,2
2690,0.13,0.028,2
2691,0.13,0.03,2
2692,0.13,0.032,2
2693,0.13,0.034,2
2694,0.13,0.036,2
2695,0.13,0.038,2
2696,0.13,0.04,2
2697,0.13,0.042,2
2698,0.13,0.044,2
2699,0.13,0.046,2
2700,0.13,0.048,2
2701,0.13,0.05,2
2702,0.13,0.052,2
2703,0.13,0.054,2
2704,0.13,0.056,2
2705,0.13,0.058,2
2706,0.13,0.06,2
2707,0.13,0.062,2
2708,0.13,0.064,2
2709,0.13,0.066,2
2710,0.13,0.068,2
2711,0.13,0.07,2
2712,0.13,0.072,2
2713,0.13,0.074,2
2714,0.13,0.076,2
2715,0.13,0.078,2
2716,0.13,0.08,2
2717,0.13,0.082,2
2718,0.13,0.084,2
2719,0.13,0.086,2
2720,0.13,0.088,2
2721,0.13,0.09,2
2722,0.13,0.092,2
2723,0.13,0.094,2
2724,0.13,0.096,2
2725,0.13,0.098,2
2726,0.13,0.1,2
2727,0.135,-0.1,1
2728,0.135,-0.098,1
2729,0.135,-0.096,1
2730,0.135,-0.094,1
2731,0.135,-0.092,1
2732,0.135,-0.09,1
2733,0.135,-0.088,1
2734,0.135,-0.086,1
2735,0.135,-0.084,1
2736,0.135,-0.082,1
2737,0.135,-0.08,1
2738,0.135,-0.078,1
2739,0.135,-0.076,1
2740,0.135,-0.074,1
2741,0.135,-0.072,1
2742,0.135,-0.07,1
2743,0.135,-0.068,1
2744,0.135,-0.066,1
2745,0.135,-0.064,1
2746,0.135,-0.062,1
2747,0.135,-0.06,1
2748,0.135,-0.058,1
2749,0.135,-0.056,1
2750,0.135,-0.054,1
2751,0.135,-0.052,1
2752,0.135,-0.05,1
2753,0.135,-0.048,1
2754,0.135,-0.046,1
2755,0.135,-0.044,1
2756,0.135,-0.042,1
2757,0.135,-0.04,1
2758,0.135,-0.038,1
2759,0.135,-0.036,1
2760,0.135,-0.034,1
2761,0.135,-0.032,1
2762,0.135,-0.03,1
2763,0.135,-0.028,1
2764,0.135,-0.026,1
2765,0.135,-0.024,1
2766,0.135,-0.022,1
2767,0.135,-0.02,3
2768,0.135,-0.018,1
2769,0.135,-0.016,3
2770,0.135,-0.014,3
2771,0.135,-0.012,3
2772,0.135,-0.01,3
2773,0.135,-0.008,3
2774,0.135,-0.006,3
2775,0.135,-0.004,3
2776,0.135,-0.002,3
2777,0.135,0.0,3
2778,0.135,0.002,3
2779,0.135,0.004,3
2780,0.135,0.006,3
2781,0.135,0.008,3
2782,0.135,0.01,3
2783,0.135,0.012,3
2784,0.135,0.014,3
2785,0.135,0.016,2
2786,0.135,0.018,2
2787,0.135,0.02,2
2788,0.135,0.022,2
2789,0.135,0.024,2
2790,0.135,0.026,2
2791,0.135,0.028,2
2792,0.135,0.03,2
2793,0.135,0.032,2
2794,0.135,0.034,2
2795,0.135,0.036,2
2796,0.135,0.038,2
2797,0.135,0.04,2
2798,0.135,0.042,2
2799,0.135,0.044,2
2800,0.135,0.046,2
2801,0.135,0.048,2
2802,0.135,0.05,2
2803,0.135,0.052,2
2804,0.135,0.054,2
2805,0.135,0.056,2
2806,0.135,0.058,2
2807,0.135,0.06,2
2808,0.135,0.062,2
2809,0.135,0.064,2
2810,0.135,0.066,2
2811,0.135,0.068,2
2812,0.135,0.07,2
2813,0.135,0.072,2
2814,0.135,0.074,2
2815,0.135,0.076,2
2816,0.135,0.078,2
2817,0.135,0.08,2
2818,0.135,0.082,2
2819,0.135,0.084,2
2820,0.135,0.086,2
2821,0.135,0.088,2
2822,0.135,0.09,2
2823,0.135,0.092,2
2824,0.135,0.094,2
2825,0.135,0.096,2
2826,0.135,0.098,2
2827,0.135,0.1,2
2828,0.14,-0.1,1
2829,0.14,-0.098,1
2830,0.14,-0.096,1
2831,0.14,-0.094,1
2832,0.14,-0.092,1
2833,0.14,-0.09,1
2834,0.14,-0.088,1
2835,0.14,-0.086,1
2836,0.14,-0.084,1
2837,0.14,-0.082,1
2838,0.14,-0.08,1
2839,0.14,-0.078,1
2840,0.14,-0.076,1
2841,0.14,-0.074,1
2842,0.14,-0.072,1
2843,0.14,-0.07,1
2844,0.14,-0.068,1
2845,0.14,-0.066,1
2846,0.14,-0.064,1
2847,0.14,-0.062,1
2848,0.14,-0.06,1
2849,0.14,-0.058,1
2850,0.14,-0.056,1
2851,0.14,-0.054,1
2852,0.14,-0.052,1
2853,0.14,-0.05,1
2854,0.14,-0.048,1
2855,0.14,-0.046,1
2856,0.14,-0.044,1
2857,0.14,-0.042,1
2858,0.14,-0.04,1
2859,0.14,-0.038,1
2860,0.14,-0.036,1
2861,0.14,-0.034,1
2862,0.14,-0.032,1
2863,0.14,-0.03,1
2864,0.14,-0.028,1
2865,0.14,-0.026,1
2866,0.14,-0.024,1
2867,0.14,-0.022,1
2868,0.14,-0.02,3
2869,0.14,-0.018,3
2870,0.14,-0.016,3
2871,0.14,-0.014,3
2872,0.14,-0.012,3
2873,0.14,-0.01,3
2874,0.14,-0.008,3
2875,0.14,-0.006,3
2876,0.14,-0.004,3
2877,0.14,-0.002,3
2878,0.14,0.0,3
2879,0.14,0.002,3
2880,0.14,0.004,3
2881,0.14,0.006,3
2882,0.14,0.008,3
2883,0.14,0.01,3
2884,0.14,0.012,3
2885,0.14,0.014,3
2886,0.14,0.016,3
2887,0.14,0.018,3
2888,0.14,0.02,3
2889,0.14,0.022,3
2890,0.14,0.024,3
2891,0.14,0.026,3
2892,0.14,0.028,3
2893,0.14,0.03,3
2894,0.14,0.032,3
2895,0.14,0.034,3
2896,0.14,0.036,3
2897,0.14,0.038,3
2898,0.14,0.04,3
2899,0.14,0.042,3
2900,0.14,0.044,3
2901,0.14,0.046,3
2902,0.14,0.048,3
2903,0.14,0.05,3
2904,0.14,0.052,3
2905,0.14,0.054,3
2906,0.14,0.056,3
2907,0.14,0.058,3
2908,0.14,0.06,3
2909,0.14,0.062,3
2910,0.14,0.064,3
2911,0.14,0.066,3
2912,0.14,0.068,3
2913,0.14,0.07,3
2914,0.14,0.072,3
2915,0.14,0.074,3
2916,0.14,0.076,3
2917,0.14,0.078,3
2918,0.14,0.08,3
2919,0.14,0.082,3
2920,0.14,0.084,3
2921,0.14,0.086,3
2922,0.14,0.088,3
2923,0.14,0.09,3
2924,0.14,0.092,3
2925,0.14,0.094,3
2926,0.14,0.096,3
2927,0.14,0.098,3
2928,0.14,0.1,3
2929,0.145,-0.1,1
2930,0.145,-0.098,1
2931,0.145,-0.096,1
2932,0.145,-0.094,1
2933,0.145,-0.092,1
2934,0.145,-0.09,1
2935,0.145,-0.088,1
2936,0.145,-0.086,1
2937,0.145,-0.084,1
2938,0.145,-0.082,1
2939,0.145,-0.08,1
2940,0.145,-0.078,1
2941,0.145,-0.076,1
2942,0.145,-0.074,1
2943,0.145,-0.072,1
2944,0.145,-0.07,1
2945,0.145,-0.068,1
2946,0.145,-0.066,1
2947,0.145,-0.064,1
2948,0.145,-0.062,1
2949,0.145,-0.06,1
2950,0.145,-0.058,1
2951,0.145,-0.056,1
2952,0.145,-0.054,1
2953,0.145,-0.052,1
2954,0.145,-0.05,1
2955,0.145,-0.048,1
2956,0.145,-0.046,1
2957,0.145,-0.044,1
2958,0.145,-0.042,1
2959,0.145,-0.04,1
2960,0.145,-0.038,1
2961,0.145,-0.036,1
2962,0.145,-0.034,1
2963,0.145,-0.032,1
2964,0.145,-0.03,1
2965,0.145,-0.028,1
2966,0.145,-0.026,1
2967,0.145,-0.024,1
2968,0.145,-0.022,3
2969,0.145,-0.02,3
2970,0.145,-0.018,3
2971,0.145,-0.016,3
2972,0.145,-0.014,3
2973,0.145,-0.012,3
2974,0.145,-0.01,3
2975,0.145,-0.008,3
2976,0.145,-0.006,3
2977,0.145,-0.004,3
2978,0.145,-0.002,3
2979,0.145,0.0,3
2980,0.145,0.002,3
2981,0.145,0.004,3
2982,0.145,0.006,3
2983,0.145,0.008,3
2984,0.145,0.01,3
2985,0.145,0.012,3
2986,0.145,0.014,3
2987,0.145,0.016,3
2988,0.145,0.018,3
2989,0.145,0.02,3
2990,0.145,0.022,3
2991,0.145,0.024,3
2992,0.145,0.026,3
2993,0.145,0.028,3
2994,0.145,0.03,3
2995,0.145,0.032,3
2996,0.145,0.034,3
2997,0.145,0.036,3
2998,0.145,0.038,3
2999,0.145,0.04,3
3000,0.145,0.042,3
3001,0.145,0.044,3
3002,0.145,0.046,3
3003,0.145,0.048,3
3004,0.145,0.05,3
3005,0.145,0.052,3
3006,0.145,0.054,3
3007,0.145,0.056,3
3008,0.145,0.058,3
3009,0.145,0.06,3
3010,0.145,0.062,3
3011,0.145,0.064,3
3012,0.145,0.066,3
3013,0.145,0.068,3
3014,0.145,0.07,3
3015,0.145,0.072,3
3016,0.145,0.074,3
3017,0.145,0.076,3
3018,0.145,0.078,3
3019,0.145,0.08,3
3020,0.145,0.082,3
3021,0.145,0.084,3
3022,0.145,0.086,3
3023,0.145,0.088,3
3024,0.145,0.09,3
3025,0.145,0.092,3
3026,0.145,0.094,3
3027,0.145,0.096,3
3028,0.145,0.098,3
3029,0.145,0.1,3
3030,0.15,-0.1,1
3031,0.15,-0.098,1
3032,0.15,-0.096,1
3033,0.15,-0.094,1
3034,0.15,-0.092,1
3035,0.15,-0.09,1
3036,0.15,-0.088,1
3037,0.15,-0.086,1
3038,0.15,-0.084,1
3039,0.15,-0.082,1
3040,0.15,-0.08,1
3041,0.15,-0.078,1
3042,0.15,-0.076,1
3043,0.15,-0.074,1
3044,0.15,-0.072,1
3045,0.15,-0.07,1
3046,0.15,-0.068,1
3047,0.15,-0.066,1
3048,0.15,-0.064,1
3049,0.15,-0.062,1
3050,0.15,-0.06,1
3051,0.15,-0.058,1
3052,0.15,-0.056,1
3053,0.15,-0.054,1
3054,0.15,-0.052,1
3055,0.15,-0.05,1
3056,0.15,-0.048,1
3057,0.15,-0.046,1
3058,0.15,-0.044,1
3059,0.15,-0.042,1
3060,0.15,-0.04,1
3061,0.15,-0.038,1
3062,0.15,-0.036,1
3063,0.15,-0.034,1
3064,0.15,-0.032,1
3065,0.15,-0.03,1
3066,0.15,-0.028,1
3067,0.15,-0.026,1
3068,0.15,-0.024,3
3069,0.15,-0.022,3
3070,0.15,-0.02,3
3071,0.15,-0.018,3
3072,0.15,-0.016,3
3073,0.15,-0.014,3
3074,0.15,-0.012,3
3075,0.15,-0.01,3
3076,0.15,-0.008,3
3077,0.15,-0.006,3
3078,0.15,-0.004,3
3079,0.15,-0.002,3
3080,0.15,0.0,3
3081,0.15,0.002,3
3082,0.15,0.004,3
3083,0.15,0.006,3
3084,0.15,0.008,3
3085,0.15,0.01,3
3086,0.15,0.012,3
3087,0.15,0.014,3
3088,0.15,0.016,3
3089,0.15,0.018,3
3090,0.15,0.02,3
3091,0.15,0.022,3
3092,0.15,0.024,3
3093,0.15,0.026,3
3094,0.15,0.028,3
3095,0.15,0.03,3
3096,0.15,0.032,3
3097,0.15,0.034,3
3098,0.15,0.036,3
3099,0.15,0.038,3
3100,0.15,0.04,3
3101,0.15,0.042,3
3102,0.15,0.044,3
3103,0.15,0.046,3
3104,0.15,0.048,3
3105,0.15,0.05,3
3106,0.15,0.052,3
3107,0.15,0.054,3
3108,0.15,0.056,3
3109,0.15,0.058,3
3110,0.15,0.06,3
3111,0.15,0.062,3
3112,0.15,0.064,3
3113,0.15,0.066,3
3114,0.15,0.068,3
3115,0.15,0.07,3
3116,0.15,0.072,3
3117,0.15,0.074,3
3118,0.15,0.076,3
3119,0.15,0.078,3
3120,0.15,0.08,3
3121,0.15,0.082,3
3122,0.15,0.084,3
3123,0.15,0.086,3
3124,0.15,0.088,3
3125,0.15,0.09,3
3126,0.15,0.092,3
3127,0.15,0.094,3
3128,0.15,0.096,3
3129,0.15,0.098,3
3130,0.15,0.1,3
3131,0.155,-0.1,1
3132,0.155,-0.098,1
3133,0.155,-0.096,1
3134,0.155,-0.094,1
3135,0.155,-0.092,1
3136,0.155,-0.09,1
3137,0.155,-0.088,1
3138,0.155,-0.086,1
3139,0.155,-0.084,1
3140,0.155,-0.082,1
3141,0.155,-0.08,1
3142,0.155,-0.078,1
3143,0.155,-0.076,1
3144,0.155,-0.074,1
3145,0.155,-0.072,1
3146,0.155,-0.07,1
3147,0.155,-0.068,1
3148,0.155,-0.066,1
3149,0.155,-0.064,1
3150,0.155,-0.062,1
3151,0.155,-0.06,1
3152,0.155,-0.058,1
3153,0.155,-0.056,1
3154,0.155,-0.054,1
3155,0.155,-0.052,1
3156,0.155,-0.05,1
3157,0.155,-0.048,1
3158,0.155,-0.046,1
3159,0.155,-0.044,1
3160,0.155,-0.042,1
3161,0.155,-0.04,1
3162,0.155,-0.038,1
3163,0.155,-0.036,1
3164,0.155,-0.034,1
3165,0.155,-0.032,1
3166,0.155,-0.03,1
3167,0.155,-0.028,1
3168,0.155,-0.026,3
3169,0.155,-0.024,3
3170,0.155,-0.022,3
3171,0.155,-0.02,3
3172,0.155,-0.018,3
3173,0.155,-0.016,3
3174,0.155,-0.014,3
3175,0.155,-0.012,3
3176,0.155,-0.01,3
3177,0.155,-0.008,3
3178,0.155,-0.006,3
3179,0.155,-0.004,3
3180,0.155,-0.002,3
3181,0.155,0.0,3
3182,0.155,0.002,3
3183,0.155,0.004,3
3184,0.155,0.006,3
3185,0.155,0.008,3
3186,0.155,0.01,3
3187,0.155,0.012,3
3188,0.155,0.014,3
3189,0.155,0.016,3
3190,0.155,0.018,3
3191,0.155,0.02,3
3192,0.155,0.022,3
3193,0.155,0.024,3
3194,0.155,0.026,3
3195,0.155,0.028,3
3196,0.155,0.03,3
3197,0.155,0.032,3
3198,0.155,0.034,3
3199,0.155,0.036,3
3200,0.155,0.038,3
3201,0.155,0.04,3
3202,0.155,0.042,3
3203,0.155,0.044,3
3204,0.155,0.046,3
3205,0.155,0.048,3
3206,0.155,0.05,3
3207,0.155,0.052,3
3208,0.155,0.054,3
3209,0.155,0.056,3
3210,0.155,0.058,3
3211,0.155,0.06,3
3212,0.155,0.062,3
3213,0.155,0.064,3
3214,0.155,0.066,3
3215,0.155,0.068,3
3216,0.155,0.07,3
3217,0.155,0.072,3
3218,0.155,0.074,3
3219,0.155,0.076,3
3220,0.155,0.078,3
3221,0.155,0.08,3
3222,0.155,0.082,3
3223,0.155,0.084,3
3224,0.155,0.086,3
3225,0.155,0.088,3
3226,0.155,0.09,3
3227,0.155,0.092,3
3228,0.155,0.094,3
3229,0.155,0.096,3
3230,0.155,0.098,3
3231,0.155,0.1,3
3232,0.16,-0.1,1
3233,0.16,-0.098,1
3234,0.16,-0.096,1
3235,0.16,-0.094,1
3236,0.16,-0.092,1
3237,0.16,-0.09,1
3238,0.16,-0.088,1
3239,0.16,-0.086,1
3240,0.16,-0.084,1
3241,0.16,-0.082,1
3242,0.16,-0.08,1
3243,0.16,-0.078,1
3244,0.16,-0.076,1
3245,0.16,-0.074,1
3246,0.16,-0.072,1
3247,0.16,-0.07,1
3248,0.16,-0.068,1
3249,0.16,-0.066,1
3250,0.16,-0.064,1
3251,0.16,-0.062,1
3252,0.16,-0.06,1
3253,0.16,-0.058,1
3254,0.16,-0.056,1
3255,0.16,-0.054,1
3256,0.16,-0.052,1
3257,0.16,-0.05,1
3258,0.16,-0.048,1
3259,0.16,-0.046,1
3260,0.16,-0.044,1
3261,0.16,-0.042,1
3262,0.16,-0.04,1
3263,0.16,-0.038,1
3264,0.16,-0.036,1
3265,0.16,-0.034,1
3266,0.16,-0.032,1
3267,0.16,-0.03,1
3268,0.16,-0.028,1
3269,0.16,-0.026,3
3270,0.16,-0.024,3
3271,0.16,-0.022,3
3272,0.16,-0.02,3
3273,0.16,-0.018,3
3274,0.16,-0.016,3
3275,0.16,-0.014,3
3276,0.16,-0.012,3
3277,0.16,-0.01,3
3278,0.16,-0.008,3
3279,0.16,-0.006,3
3280,0.16,-0.004,3
3281,0.16,-0.002,3
3282,0.16,0.0,3
3283,0.16,0.002,3
3284,0.16,0.004,3
3285,0.16,0.006,3
3286,0.16,0.008,3
3287,0.16,0.01,3
3288,0.16,0.012,3
3289,0.16,0.014,3
3290,0.16,0.016,3
3291,0.16,0.018,3
3292,0.16,0.02,3
3293,0.16,0.022,3
3294,0.16,0.024,3
3295,0.16,0.026,3
3296,0.16,0.028,3
3297,0.16,0.03,3
3298,0.16,0.032,3
3299,0.16,0.034,3
3300,0.16,0.036,3
3301,0.16,0.038,3
3302,0.16,0.04,3
3303,0.16,0.042,3
3304,0.16,0.044,3
3305,0.16,0.046,3
3306,0.16,0.048,3
3307,0.16,0.05,3
3308,0.16,0.052,3
3309,0.16,0.054,3
3310,0.16,0.056,3
3311,0.16,0.058,3
3312,0.16,0.06,3
3313,0.16,0.062,3
3314,0.16,0.064,3
3315,0.16,0.066,3
3316,0.16,0.068,3
3317,0.16,0.07,3
3318,0.16,0.072,3
3319,0.16,0.074,3
3320,0.16,0.076,3
3321,0.16,0.078,3
3322,0.16,0.08,3
3323,0.16,0.082,3
3324,0.16,0.084,3
3325,0.16,0.086,3
3326,0.16,0.088,3
3327,0.16,0.09,3
3328,0.16,0.092,3
3329,0.16,0.094,3
3330,0.16,0.096,3
3331,0.16,0.098,3
3332,0.16,0.1,3
3333,0.165,-0.1,1
3334,0.165,-0.098,1
3335,0.165,-0.096,1
3336,0.165,-0.094,1
3337,0.165,-0.092,1
3338,0.165,-0.09,1
3339,0.165,-0.088,1
3340,0.165,-0.086,1
3341,0.165,-0.084,1
3342,0.165,-0.082,1
3343,0.165,-0.08,1
3344,0.165,-0.078,1
3345,0.165,-0.076,1
3346,0.165,-0.074,1
3347,0.165,-0.072,1
3348,0.165,-0.07,1
3349,0.165,-0.068,1
3350,0.165,-0.066,1
3351,0.165,-0.064,1
3352,0.165,-0.062,1
3353,0.165,-0.06,1
3354,0.165,-0.058,1
3355,0.165,-0.056,1
3356,0.165,-0.054,1
3357,0.165,-0.052,1
3358,0.165,-0.05,1
3359,0.165,-0.048,1
3360,0.165,-0.046,1
3361,0.165,-0.044,1
3362,0.165,-0.042,1
3363,0.165,-0.04,1
3364,0.165,-0.038,1
3365,0.165,-0.036,1
3366,0.165,-0.034,1
3367,0.165,-0.032,1
3368,0.165,-0.03,1
3369,0.165,-0.028,3
3370,0.165,-0.026,3
3371,0.165,-0.024,3
3372,0.165,-0.022,3
3373,0.165,-0.02,3
3374,0.165,-0.018,3
3375,0.165,-0.016,3
3376,0.165,-0.014,3
3377,0.165,-0.012,3
3378,0.165,-0.01,3
3379,0.165,-0.008,3
3380,0.165,-0.006,3
3381,0.165,-0.004,3
3382,0.165,-0.002,3
3383,0.165,0.0,3
3384,0.165,0.002,3
3385,0.165,0.004,3
3386,0.165,0.006,3
3387,0.165,0.008,3
3388,0.165,0.01,3
3389,0.165,0.012,3
3390,0.165,0.014,3
3391,0.165,0.016,3
3392,0.165,0.018,3
3393,0.165,0.02,3
3394,0.165,0.022,3
3395,0.165,0.024,3
3396,0.165,0.026,3
3397,0.165,0.028,3
3398,0.165,0.03,3
3399,0.165,0.032,3
3400,0.165,0.034,3
3401,0.165,0.036,3
3402,0.165,0.038,3
3403,0.165,0.04,3
3404,0.165,0.042,3
3405,0.165,0.044,3
3406,0.165,0.046,3
3407,0.165,0.048,3
3408,0.165,0.05,3
3409,0.165,0.052,3
3410,0.165,0.054,3
3411,0.165,0.056,3
3412,0.165,0.058,3
3413,0.165,0.06,3
3414,0.165,0.062,3
3415,0.165,0.064,3
3416,0.165,0.066,3
3417,0.165,0.068,3
3418,0.165,0.07,3
3419,0.165,0.072,3
3420,0.165,0.074,3
3421,0.165,0.076,3
3422,0.165,0.078,3
3423,0.165,0.08,3
3424,0.165,0.082,3
3425,0.165,0.084,3
3426,0.165,0.086,3
3427,0.165,0.088,3
3428,0.165,0.09,3
3429,0.165,0.092,3
3430,0.165,0.094,3
3431,0.165,0.096,3
3432,0.165,0.098,3
3433,0.165,0.1,3
3434,0.17,-0.1,1
3435,0.17,-0.098,1
3436,0.17,-0.096,1
3437,0.17,-0.094,1
3438,0.17,-0.092,1
3439,0.17,-0.09,1
3440,0.17,-0.088,1
3441,0.17,-0.086,1
3442,0.17,-0.084,1
3443,0.17,-0.082,1
3444,0.17,-0.08,1
3445,0.17,-0.078,1
3446,0.17,-0.076,1
3447,0.17,-0.074,1
3448,0.17,-0.072,1
3449,0.17,-0.07,1
3450,0.17,-0.068,1
3451,0.17,-0.066,1
3452,0.17,-0.064,1
3453,0.17,-0.062,1
3454,0.17,-0.06,1
3455,0.17,-0.058,1
3456,0.17,-0.056,1
3457,0.17,-0.054,1
3458,0.17,-0.052,1
3459,0.17,-0.05,1
3460,0.17,-0.048,1
3461,0.17,-0.046,1
3462,0.17,-0.044,1
3463,0.17,-0.042,1
3464,0.17,-0.04,1
3465,0.17,-0.038,1
3466,0.17,-0.036,1
3467,0.17,-0.034,1
3468,0.17,-0.032,1
3469,0.17,-0.03,1
3470,0.17,-0.028,3
3471,0.17,-0.026,3
3472,0.17,-0.024,3
3473,0.17,-0.022,3
3474,0.17,-0.02,3
3475,0.17,-0.018,3
3476,0.17,-0.016,3
3477,0.17,-0.014,3
3478,0.17,-0.012,3
3479,0.17,-0.01,3
3480,0.17,-0.008,3
3481,0.17,-0.006,3
3482,0.17,-0.004,3
3483,0.17,-0.002,3
3484,0.17,0.0,3
3485,0.17,0.002,3
3486,0.17,0.004,3
3487,0.17,0.006,3
3488,0.17,0.008,3
3489,0.17,0.01,3
3490,0.17,0.012,3
3491,0.17,0.014,3
3492,0.17,0.016,3
3493,0.17,0.018,3
3494,0.17,0.02,3
3495,0.17,0.022,3
3496,0.17,0.024,3
3497,0.17,0.026,3
3498,0.17,0.028,3
3499,0.17,0.03,3
3500,0.17,0.032,3
3501,0.17,0.034,3
3502,0.17,0.036,3
3503,0.17,0.038,3
3504,0.17,0.04,3
3505,0.17,0.042,3
3506,0.17,0.044,3
3507,0.17,0.046,3
3508,0.17,0.048,3
3509,0.17,0.05,3
3510,0.17,0.052,3
3511,0.17,0.054,3
3512,0.17,0.056,3
3513,0.17,0.058,3
3514,0.17,0.06,3
3515,0.17,0.062,3
3516,0.17,0.064,3
3517,0.17,0.066,3
3518,0.17,0.068,3
3519,0.17,0.07,3
3520,0.17,0.072,3
3521,0.17,0.074,3
3522,0.17,0.076,3
3523,0.17,0.078,3
3524,0.17,0.08,3
3525,0.17,0.082,3
3526,0.17,0.084,3
3527,0.17,0.086,3
3528,0.17,0.088,3
3529,0.17,0.09,3
3530,0.17,0.092,3
3531,0.17,0.094,3
3532,0.17,0.096,3
3533,0.17,0.098,3
3534,0.17,0.1,3
3535,0.175,-0.1,1
3536,0.175,-0.098,1
3537,0.175,-0.096,1
3538,0.175,-0.094,1
3539,0.175,-0.092,1
3540,0.175,-0.09,1
3541,0.175,-0.088,1
3542,0.175,-0.086,1
3543,0.175,-0.084,1
3544,0.175,-0.082,1
3545,0.175,-0.08,1
3546,0.175,-0.078,1
3547,0.175,-0.076,1
3548,0.175,-0.074,1
3549,0.175,-0.072,1
