,sub,baseMult,model,theta,phi,SSE,AIC,BIC,time
1,4,4,GA,4612.020547564088,,1101.0,205.16630052916247,207.49703386944884,113.01281785964966
2,4,4,GA_ppSOE,179.92399211616436,,1573.0,232.28049877066795,234.61123211095432,124.42533278465271
3,4,4,IA,277.6136869257353,,277.0,100.28959660847656,102.62032994876292,205.10458993911743
4,4,4,MP,0.13438955178748938,0.015880364677768252,268.0,99.77927665706392,104.44074333763659,1192.1395740509033
5,4,4,MP_ppSOE,0.1016827546633778,0.037533030822604604,289.0,105.51269443478368,110.17416111535636,1064.271437883377
6,4,6,GR,,,17377.0,412.63026780053747,412.63026780053747,0.0
7,4,6,GA,9925.990591152387,,2122.0,255.03295439545738,257.36368773574367,158.78308606147766
8,4,6,GA_ppSOE,259.07286385089185,,2527.0,268.30816229974164,270.63889564002795,185.01117992401126
9,4,6,IA,495.3958501751347,,912.0,190.85290538388801,193.18363872417441,274.57195711135864
10,4,6,MP,0.112367854647166,0.04126147966347252,906.0,192.35125339750527,197.01272007807796,1370.0980689525604
11,4,6,MP_ppSOE,0.1126611969849202,0.03992245553675497,906.0,192.35125339750527,197.01272007807796,1149.681664943695
0,5,4,GR,,,10325.0,372.8008831613207,372.8008831613207,0.0
1,5,4,GA,6786.6128256977145,,1484.0,227.85399434151557,230.18472768180197,116.56034111976624
2,5,4,GA_ppSOE,328.6608442117005,,1792.0,242.18692324688942,244.5176565871757,118.74921894073486
3,5,4,IA,1588.6478599098466,,106.0,27.28563729075593,29.616370631042265,148.49568295478818
4,5,4,MP,0.025662450334226133,0.047743228647971335,106.0,29.28563729075593,33.947103971328595,1329.5627751350405
5,5,4,MP_ppSOE,0.0247872769878104,0.04861824599628328,106.0,29.28563729075593,33.947103971328595,1202.1702399253845
6,5,6,GR,,,23017.0,433.9924533204901,433.9924533204901,0.0
7,5,6,GA,6914.036977117375,,1361.0,221.27836633975025,223.6090996800366,136.67046499252322
8,5,6,GA_ppSOE,820.1059874697129,,1862.0,245.09915693385182,247.4298902741381,138.99838185310364
9,5,6,IA,9147.477951596955,,5.0,-204.81845251676955,-202.48771917648318,189.25730204582214
10,5,6,MP,0.010595046238665412,0.06942422578577961,5.0,-202.81845251676955,-198.15698583619687,1483.3001899719238
11,5,6,MP_ppSOE,0.012181817527122123,0.023834189727567283,5.0,-202.81845251676955,-198.15698583619687,1293.3778910636902
0,6,4,GR,,,7211.0,345.2904034525203,345.2904034525203,0.0
1,6,4,GA,186.27552200841447,,1107.0,205.57934502409526,207.9100783643816,137.2968878746033
2,6,4,GA_ppSOE,130.85588865850485,,1705.0,238.40461575677773,240.7353490970641,132.87116503715515
3,6,4,IA,304.48941230412305,,84.0,9.60634285033068,11.937076190617011,205.9049859046936
4,6,4,MP,0.11665803233731233,0.06152180270154739,55.0,-20.57841178409337,-15.916945103520709,1254.2048568725584
5,6,4,MP_ppSOE,0.11663563792733628,0.023053182880272124,55.0,-20.57841178409337,-15.916945103520709,1072.870285987854
6,6,6,GR,,,17088.0,411.28509994098295,411.28509994098295,0.0
7,6,6,GA,413.0328266905903,,1285.0,216.9113299352672,219.2420632755535,216.10336208343503
8,6,6,GA_ppSOE,289.39971898307965,,2083.0,253.62316367407269,255.95389701435903,193.198734998703
9,6,6,IA,434.8702315769487,,273.0,99.18412257229578,101.51485591258209,355.176246881485
10,6,6,MP,0.12172333699044363,0.010037563226661472,204.0,79.04138567039928,83.70285235097194,1303.6422719955444
11,6,6,MP_ppSOE,0.1218792619153484,0.04852093863421384,211.0,81.60548428241991,86.26695096299255,1124.4225900173187
0,7,4,GR,,,7382.0,347.6780343662571,347.6780343662571,0.0
1,7,4,GA,260.38839728370624,,670.0,167.41737227949972,169.74810561978606,140.42179489135742
2,7,4,GA_ppSOE,133.23451711273276,,1092.0,204.54249401740745,206.87322735769382,142.13357400894162
3,7,4,IA,261.3723040708449,,287.0,102.98491453597003,105.31564787625635,166.60465908050537
4,7,4,MP,0.014507309511572416,0.0004987875028080802,128.0,43.61856619612974,48.28003287670241,1261.017832994461
5,7,4,MP_ppSOE,0.029624669963367163,0.0005419237330900745,194.0,75.22148622705178,79.88295290762443,1128.6189579963686
6,7,6,GR,,,18510.0,417.4726696938816,417.4726696938816,0.0
7,7,6,GA,725.9143548835234,,611.0,160.41163503528009,162.74236837556646,208.4063069820404
8,7,6,GA_ppSOE,292.04727294360765,,1163.0,209.32988572965732,211.6606190699437,187.14707493782043
9,7,6,IA,411.4433366872638,,292.0,104.29755511062824,106.62828845091457,286.82038593292236
10,7,6,MP,0.011188208106333586,-0.000424314694352404,74.0,1.9732132217557417,6.634679902328403,1306.1503820419314
11,7,6,MP_ppSOE,0.03627828642643362,-0.0012353945816338974,143.0,52.04045803799178,56.701924718564435,1149.0931069850924
0,8,4,GR,,,5842.0,329.1357338617612,329.1357338617612,0.0
1,8,4,GA,188.2478515181263,,558.0,153.51554727921845,155.84628061950482,147.39692902565002
2,8,4,GA_ppSOE,126.09853386787307,,1106.0,205.5106599764921,207.84139331677844,120.33765196800232
3,8,4,IA,178.0169804209491,,144.0,50.57007690601488,52.90081024630121,212.90092206001282
4,8,4,MP,0.09216233755576704,0.005890686393764349,57.0,-17.863837506335347,-13.202370825762687,1236.6218390464785
5,8,4,MP_ppSOE,0.10892320844429976,-0.0010761182003375352,87.0,14.273283155987194,18.934749836559853,1139.6535439491272
6,8,6,GR,,,13709.0,394.664720667656,394.664720667656,0.0
7,8,6,GA,257.53951245834884,,864.0,186.74379656734703,189.0745299076334,191.3503119945526
8,8,6,GA_ppSOE,172.87848446107975,,1337.0,219.9262179979865,222.25695133827287,190.97571206092837
9,8,6,IA,241.55764939289475,,315.0,110.05978668898693,112.39052002927326,382.03915095329285
10,8,6,MP,0.10603283561909477,-0.003838587395233861,518.0,149.86238454995956,154.52385123053222,1209.2225489616396
11,8,6,MP_ppSOE,0.13841872669593638,0.007693959000935833,309.0,110.59820318246749,115.25966986304014,1106.9727008342745
0,9,4,GR,,,10718.0,376.1057516687408,376.1057516687408,0.0
1,9,4,GA,8852.328970105234,,946.0,193.6347013861816,195.96543472646798,102.25154113769531
2,9,4,GA_ppSOE,7943.397394829869,,1446.0,225.8825527448608,228.21328608514716,109.59156203269958
3,9,4,IA,1491.8238153664634,,440.0,135.45914538357417,137.78987872386048,160.8081579208374
4,9,4,MP,0.027479116075961152,0.005020813286572973,429.0,135.53499197676814,140.1964586573408,1328.3464028835294
5,9,4,MP_ppSOE,0.028256027974100706,0.088438194122363,431.0,135.88848098612368,140.54994766669634,1237.300537109375
6,9,6,GR,,,24099.0,437.6765348146733,437.6765348146733,0.0
7,9,6,GA,5950.9992210947885,,1081.0,203.77304427881862,206.103777619105,132.25095891952517
8,9,6,GA_ppSOE,1293.911412189962,,1748.0,240.29756041061538,242.6282937509017,162.43831896781919
9,9,6,IA,8174.6923174932535,,301.0,106.6046462591534,108.93537959943971,236.1409718990326
10,9,6,MP,0.02196878804633428,0.05810227148921025,297.0,107.587908687244,112.2493753678167,1485.353775024414
11,9,6,MP_ppSOE,0.021908112972957628,0.07292827595929192,297.0,107.587908687244,112.2493753678167,1242.3350491523745
0,10,4,GR,,,3517.0,290.9767461331712,290.9767461331712,0.0
1,10,4,GA,3717.3905327331427,,678.0,168.31946002170892,170.65019336199526,111.42984819412231
2,10,4,GA_ppSOE,76.20563953097167,,1077.0,203.4913016021244,205.8220349424107,124.05208802223206
3,10,4,IA,104.93582125421301,,305.0,107.60796116040213,109.93869450068846,231.82434582710263
4,10,4,MP,0.01846687780767731,0.0003967346514266168,508.0,148.38085615420349,153.04232283477614,1028.9780349731443
5,10,4,MP_ppSOE,0.27367952504794263,-0.06923014865359725,310.0,110.84376074665741,115.50522742723007,1094.750580072403
6,10,6,GR,,,8792.0,360.614841755607,360.614841755607,0.0
7,10,6,GA,410.8969589257063,,678.0,168.31946002170892,170.65019336199526,189.5330061912537
8,10,6,GA_ppSOE,116.54716630750549,,996.0,197.54905771466832,199.87979105495464,209.0636739730835
9,10,6,IA,156.64811697265145,,326.0,112.66846712210864,114.99920046239497,432.8408579826355
10,10,6,MP,0.08883577320154766,-0.002879273133097793,499.0,147.02232941535425,151.6837960959269,1133.4550909996033
11,10,6,MP_ppSOE,0.2922642545767797,-0.09944176295221366,200.0,77.53638599588963,82.1978526764623,1143.187690973282
0,11,4,GR,,,2570.0,265.7345746714525,265.7345746714525,0.0
1,11,4,GA,55.258291982781756,,921.0,191.59922889364216,193.92996223392848,132.03067803382874
2,11,4,GA_ppSOE,56.11982192796829,,921.0,191.59922889364216,193.92996223392848,127.01445198059082
3,11,4,IA,97.66091766367585,,452.0,137.5041118054884,139.83484514577478,204.4665470123291
4,11,4,MP,0.37001958069148977,-0.0987050646309079,298.0,107.84337111264958,112.50483779322224,1197.314926147461
5,11,4,MP_ppSOE,0.34741735151344433,-0.0999073996784201,292.0,106.29755511062824,110.95902179120093,1115.7779049873352
6,11,6,GR,,,4532.0,309.89284573683466,309.89284573683466,0.0
7,11,6,GA,97.70361170159973,,1685.0,237.50785019000995,239.83858353029632,239.49795794487002
8,11,6,GA_ppSOE,80.98103361364812,,1616.0,234.330168308398,236.66090164868427,206.19533109664917
9,11,6,IA,106.63431770038969,,949.0,193.8753348325933,196.20606817287967,449.02494597435
10,11,6,MP,0.33619664169962465,-0.09343051141277854,643.0,166.2912651802979,170.95273186087059,1209.449793100357
11,11,6,MP_ppSOE,0.36427814186859975,-0.09880221588758513,605.0,161.66162894858275,166.32309562915543,1156.8776988983154
0,12,4,GR,,,7133.0,344.47756147964753,344.47756147964753,0.0
1,12,4,GA,256.2113162740194,,678.0,168.31946002170892,170.65019336199526,134.10337901115415
2,12,4,GA_ppSOE,133.10483059731865,,1041.0,200.90748335297644,203.2382166932628,134.72078704833984
3,12,4,IA,235.51875757602642,,148.0,52.65239894431159,54.98313228459792,183.44541692733762
4,12,4,MP,0.046422585199245185,0.003804670410773411,156.0,58.653322689203655,63.314789369776314,1204.7794241905212
5,12,4,MP_ppSOE,0.043806501498056635,-0.0016523948446311994,82.0,9.774928930322076,14.436395610894737,1107.1359939575198
6,12,6,GR,,,18449.0,417.1592671879082,417.1592671879082,0.0
7,12,6,GA,580.8524780962288,,1035.0,200.4681757713985,202.79890911168485,190.93200206756592
8,12,6,GA_ppSOE,280.0784345835095,,1458.0,226.51065549345267,228.84138883373902,178.54669499397278
9,12,6,IA,532.5148174869179,,168.0,62.28552857288653,64.61626191317285,314.9247379302978
10,12,6,MP,0.08121953740041038,0.041455532316806265,256.0,96.29775191868556,100.95921859925824,1327.4058480262754
11,12,6,MP_ppSOE,0.056180284171266186,0.002733519107139648,175.0,67.38800015642589,72.04946683699858,1208.7669229507444
0,13,4,GR,,,8838.0,361.2728545240837,361.2728545240837,0.0
1,13,4,GA,7550.574250464147,,655.0,165.69654404651797,168.02727738680431,117.9808599948883
2,13,4,GA_ppSOE,324.66602900517864,,979.0,196.24067097055763,198.571404310844,129.67724490165708
3,13,4,IA,488.02075596692896,,206.0,77.782854966247,80.11358830653333,174.38980412483215
4,13,4,MP,0.06933527065893533,0.04203052329347271,292.0,106.29755511062824,110.95902179120093,1270.0483391284945
5,13,4,MP_ppSOE,0.06965652776152728,0.09356931635608498,292.0,106.29755511062824,110.95902179120093,1166.7473850250246
6,13,6,GR,,,19562.0,421.72978245203666,421.72978245203666,0.0
7,13,6,GA,1274.5044202963695,,675.0,167.98243064455107,170.31316398483744,157.74940490722656
8,13,6,GA_ppSOE,429.98919427023355,,1374.0,222.00085806969318,224.33159140997955,170.3437170982361
9,13,6,IA,810.7988550485918,,219.0,82.43371760429291,84.76445094457924,321.8337161540985
10,13,6,MP,0.05998567929459672,0.04235312214416387,253.0,95.40186728153036,100.06333396210304,1029.8698089122772
11,13,6,MP_ppSOE,0.0592461630038025,0.011229961167705018,253.0,95.40186728153036,100.06333396210304,1088.7294778823853
0,14,4,GR,,,8099.0,354.4213711525171,354.4213711525171,0.0
1,14,4,GA,332.99363984139865,,1086.0,204.12376017577373,206.4544935160601,132.90173196792605
2,14,4,GA_ppSOE,185.68958923834128,,1644.0,235.63572188506438,237.96645522535076,144.08146405220032
3,14,4,IA,252.28514152936108,,200.0,75.53638599588963,77.86711933617596,193.91572189331055
4,14,4,MP,0.10528022704876426,0.00927717953517704,184.0,71.19938371652174,75.8608503970944,1370.0440831184387
5,14,4,MP_ppSOE,0.08978725701166704,0.036167190238422735,198.0,76.77256047102351,81.43402715159617,1098.1002721786501
6,14,6,GR,,,17667.0,413.9520402466396,413.9520402466396,0.0
7,14,6,GA,401.24075142931326,,1616.0,234.330168308398,236.66090164868427,176.79382801055908
8,14,6,GA_ppSOE,284.4367799150571,,2348.0,262.72452389028587,265.0552572305722,175.5308768749237
9,14,6,IA,452.0720718306755,,462.0,139.16719786045098,141.4979312007373,321.0478761196136
10,14,6,MP,0.10438440113986973,0.042115529203460136,382.0,126.71623239233854,131.3776990729112,1381.6165690422058
11,14,6,MP_ppSOE,0.10438463691607447,0.09615029099654508,382.0,126.71623239233854,131.3776990729112,1205.2261800765993
0,15,4,GR,,,9273.0,365.10559939972745,365.10559939972745,0.0
1,15,4,GA,7435.934030368344,,768.0,177.79228585746188,180.1230191977483,114.68487286567688
2,15,4,GA_ppSOE,325.3038087781579,,1216.0,212.7167428902234,215.0474762305097,135.87571907043457
3,15,4,IA,487.5482562835632,,219.0,82.43371760429291,84.76445094457924,205.0410041809082
4,15,4,MP,0.04681841306603456,0.061500847828122235,254.0,95.70167043164759,100.36313711222029,1268.770103931427
5,15,4,MP_ppSOE,0.04680045054007796,0.09038772564385804,254.0,95.70167043164759,100.36313711222029,1213.7614920139313
6,15,6,GR,,,19213.0,420.2366106508682,420.2366106508682,0.0
7,15,6,GA,2056.575313170622,,809.0,181.74498383468418,184.07571717497052,162.75980997085568
8,15,6,GA_ppSOE,563.9958470587551,,1734.0,239.68641409611584,242.01714743640215,192.2342610359192
9,15,6,IA,582.8485552703244,,250.0,92.49529589576956,94.82602923605587,273.1364040374756
10,15,6,MP,0.07574773908742148,0.06667481334441007,219.0,84.43371760429291,89.09518428486557,1299.812204122543
11,15,6,MP_ppSOE,0.07544596602372683,0.09881309095207297,219.0,84.43371760429291,89.09518428486557,1168.808741092682
0,16,4,GR,,,3264.0,284.062890989536,284.062890989536,0.0
1,16,4,GA,97.95019711934624,,183.0,68.78521375418683,71.11594709447316,129.28217387199402
2,16,4,GA_ppSOE,70.30156215815325,,623.0,161.88980156608528,164.22053490637163,123.43043208122252
3,16,4,IA,104.53148535939205,,102.0,24.362199947843443,26.692933288129762,204.90158081054688
4,16,4,MP,0.2230404484404724,-0.09725191103950166,142.0,51.50712251593466,56.16858919650731,1236.5734758377075
5,16,4,MP_ppSOE,0.27407789498377394,-0.08829213184404787,245.0,92.95989013963808,97.62135682021076,1092.54195189476
6,16,6,GR,,,3368.0,287.5984121777878,287.5984121777878,0.0
7,16,6,GA,81.21675955420682,,575.0,155.79638923883746,158.12712257912384,220.2398121356964
8,16,6,GA_ppSOE,81.06988068195314,,1046.0,201.27164312972886,203.60237647001517,200.0732650756836
9,16,6,IA,99.3073660213246,,257.0,94.59404859027555,96.92478193056186,406.15657091140747
10,16,6,MP,0.3429926313671903,-0.09966395912487933,512.0,148.9769376412414,153.6384043218141,1184.520050048828
11,16,6,MP_ppSOE,0.3687008251745897,-0.09987769506591486,509.0,148.53031539607858,153.19178207665124,1106.3014030456545
0,17,4,GR,,,12874.0,389.8723023341536,389.8723023341536,0.0
1,17,4,GA,6548.331541943357,,1398.0,223.31690827056423,225.6476416108506,107.02695202827455
2,17,4,GA_ppSOE,5138.585963631493,,1398.0,223.31690827056423,225.6476416108506,102.42412996292114
3,17,4,IA,5841.304610357093,,507.0,146.23110241116873,148.5618357514551,121.61956787109376
4,17,4,MP,0.010098043281200508,0.011887677620466358,499.0,147.02232941535425,151.6837960959269,1160.5998220443726
5,17,4,MP_ppSOE,0.015363267787261268,0.0026279241626681192,499.0,147.02232941535425,151.6837960959269,1083.2718651294708
6,17,6,GR,,,26974.0,446.06656539816686,446.06656539816686,0.0
7,17,6,GA,5211.988970179995,,1399.0,223.37125221281545,225.70198555310176,137.89287495613098
8,17,6,GA_ppSOE,9419.140736766902,,1399.0,223.37125221281545,225.70198555310176,122.46860003471376
9,17,6,IA,8459.026890994688,,558.0,153.51554727921845,155.84628061950482,167.12235403060913
10,17,6,MP,0.009060888704821496,0.00837583797223708,555.0,155.10584278296784,159.7673094635405,1263.1519870758054
11,17,6,MP_ppSOE,4.4471392758760324e-05,0.002741808849902175,537.0,152.60012132091256,157.26158800148522,1175.2172501087186
0,18,4,GR,,,9013.0,362.5720314593905,362.5720314593905,0.0
1,18,4,GA,852.4152319667501,,906.0,190.35125339750527,192.6819867377916,116.87504506111144
2,18,4,GA_ppSOE,232.9158973646813,,1049.0,201.4893043763574,203.82003771664372,125.20122385025023
3,18,4,IA,376.856522555589,,177.0,66.25164581384986,68.58237915413619,178.31919884681702
4,18,4,MP,0.02819244650116077,0.0975638421756321,260.0,97.47607009541893,102.13753677599159,1234.521339893341
5,18,4,MP_ppSOE,0.04189857309703261,0.002971859087211257,249.0,94.19068626955662,98.85215295012928,1189.5418038368225
6,18,6,GR,,,19754.0,422.3189326891649,422.3189326891649,0.0
7,18,6,GA,960.0759279809357,,1030.0,200.10013631123863,202.43086965152497,205.39364290237427
8,18,6,GA_ppSOE,401.02380492078146,,1119.0,206.39875996994513,208.72949331023148,185.22045516967773
9,18,6,IA,638.3797040465129,,574.0,155.66410025852588,157.99483359881222,310.0811109542847
10,18,6,MP,0.038753410359548934,0.02533733570312396,739.0,176.8669081303022,181.52837481087485,1178.3297071456911
11,18,6,MP_ppSOE,0.0494805090650202,-0.004332140744386872,514.0,149.2732343128314,153.93470099340402,1186.3991429805756
0,19,4,GR,,,10467.0,373.9185503629375,373.9185503629375,0.0
1,19,4,GA,3296.9053572006223,,1118.0,206.33081182058223,208.66154516086857,115.55269503593443
2,19,4,GA_ppSOE,552.3584981003348,,1319.0,218.89608174475475,221.2268150850411,111.85935187339784
3,19,4,IA,2034.138034458479,,118.0,35.43629759762935,37.767030937915685,162.85995984077454
4,19,4,MP,0.022996879246175557,0.08850791958170823,116.0,36.137120662322545,40.79858734289522,1279.4048199653625
5,19,4,MP_ppSOE,0.02351486520412895,0.06191328913882153,116.0,36.137120662322545,40.79858734289522,1215.9298679828646
6,19,6,GR,,,23832.0,436.7114424810516,436.7114424810516,0.0
7,19,6,GA,6479.18172301024,,1192.0,211.20174255776126,213.5324758980476,128.93052005767822
8,19,6,GA_ppSOE,1272.6013551535154,,1565.0,231.89298996428212,234.22372330456844,167.813462972641
9,19,6,IA,6968.287332274594,,128.0,41.61856619612974,43.94929953641607,171.10847902297976
10,19,6,MP,0.008691875525409934,0.04700591087053013,128.0,43.61856619612974,48.28003287670241,1468.425556898117
11,19,6,MP_ppSOE,0.006102707534079621,0.06935642728374614,128.0,43.61856619612974,48.28003287670241,1196.2447519302368
0,20,4,GR,,,7556.0,349.2291086102288,349.2291086102288,0.0
1,20,4,GA,414.43934763953393,,836.0,184.24004073267616,186.5707740729625,136.74524998664856
2,20,4,GA_ppSOE,182.02932989285432,,1064.0,202.56835705075963,204.899090391046,142.3251769542694
3,20,4,IA,325.1079815581753,,174.0,64.95246887854304,67.28320221882936,193.51632690429688
4,20,4,MP,0.017630514461294492,-0.00089011253640639,201.0,77.9154391507286,82.57690583130125,1173.3324627876282
5,20,4,MP_ppSOE,0.06774028747420441,-0.0023352936997375192,121.0,39.34434760359115,44.00581428416382,1106.4477829933169
6,20,6,GR,,,21316.0,428.2440098408629,428.2440098408629,0.0
7,20,6,GA,8110.725605202287,,1098.0,204.958933415519,207.2896667558053,137.67601108551023
8,20,6,GA_ppSOE,764.4152913008992,,1346.0,220.436096913794,222.7668302540804,180.65563201904297
9,20,6,IA,1203.2797374633567,,305.0,107.60796116040213,109.93869450068846,261.67090010643
10,20,6,MP,0.028416765623705573,0.037016752857379785,343.0,118.53178012285028,123.19324680342295,1333.5051958560946
11,20,6,MP_ppSOE,0.027446037261376958,0.09246926985739712,343.0,118.53178012285028,123.19324680342295,1236.3053321838381
0,21,4,GR,,,9557.0,366.9518440349749,366.9518440349749,0.0
1,21,4,GA,333.4468210295094,,1783.0,241.80426509583748,244.13499843612385,139.9868061542511
2,21,4,GA_ppSOE,251.82045213963943,,1967.0,249.2683923358073,251.59912567609365,125.70127987861632
3,21,4,IA,750.953498190573,,145.0,51.09603056220249,53.42676390248882,170.94853401184082
4,21,4,MP,0.03460534712095792,0.055275834707339634,140.0,50.42909025654596,55.09055693711861,1019.3556449413301
5,21,4,MP_ppSOE,0.035274224421003635,0.09662716356908904,140.0,50.42909025654596,55.09055693711861,921.6266980171204
6,21,6,GR,,,22691.0,432.9791049744108,432.9791049744108,0.0
7,21,6,GA,814.2606868763432,,1890.0,246.23350635031915,248.56423969060543,165.4393961429596
8,21,6,GA_ppSOE,849.7271690818509,,1890.0,246.23350635031915,248.56423969060543,151.6511650085449
9,21,6,IA,8367.19461570672,,35.0,-56.92928118856573,-54.5985478482794,220.42760682106015
10,21,6,MP,0.0039755139057797715,0.05950576404220642,35.0,-54.92928118856573,-50.26781450799306,1341.2380831241608
11,21,6,MP_ppSOE,0.0020306205395558274,0.02432532545535226,35.0,-54.92928118856573,-50.26781450799306,1238.3352160453794
0,22,4,GR,,,6122.0,333.034024235215,333.034024235215,0.0
1,22,4,GA,180.23834157809608,,632.0,162.9798600934,165.31059343368636,139.15637397766113
2,22,4,GA_ppSOE,126.27915425876002,,1220.0,212.9663326055138,215.29706594580014,126.40031599998474
3,22,4,IA,178.29959803398287,,234.0,87.46867090542416,89.79940424571049,160.86888790130615
4,22,4,MP,0.0658506187943933,0.002869258908551137,144.0,52.57007690601488,57.23154358658754,1177.0289649963381
5,22,4,MP_ppSOE,0.10090651418654266,0.0020995542381157324,191.0,74.03704666978271,78.69851335035536,1114.8529090881348
6,22,6,GR,,,15129.0,402.29116667906135,402.29116667906135,0.0
7,22,6,GA,327.38296567761074,,775.0,178.48185636909318,180.81258970937958,193.26375198364258
8,22,6,GA_ppSOE,241.78753406119247,,1416.0,224.28920298151738,226.6199363218037,164.7934238910675
9,22,6,IA,332.74582810390046,,450.0,137.16708242833064,139.49781576861696,342.81007790565485
10,22,6,MP,0.09917629377149176,-0.009540785619846458,411.0,132.27735043995267,136.93881712052533,1258.9290130138395
11,22,6,MP_ppSOE,0.12570498695673454,0.0008488945216850731,509.0,148.53031539607858,153.19178207665124,1158.5719468593595
0,23,4,GR,,,4687.0,312.42641367717164,312.42641367717164,0.0
1,23,4,GA,76.5098018527985,,996.0,197.54905771466832,199.87979105495464,137.3451540470123
2,23,4,GA_ppSOE,77.00764981379959,,996.0,197.54905771466832,199.87979105495464,133.05949687957764
3,23,4,IA,122.84936068001505,,639.0,163.81700467093142,166.1477380112178,203.87693691253662
4,23,4,MP,0.27077588814475634,-0.08778750599835107,514.0,149.2732343128314,153.93470099340402,1269.2620820999146
5,23,4,MP_ppSOE,0.2680741554993896,-0.0870253762690532,514.0,149.2732343128314,153.93470099340402,1159.1065950393674
6,23,6,GR,,,9924.0,369.93261823462433,369.93261823462433,0.0
7,23,6,GA,116.40481587540137,,2306.0,261.3527634012432,263.6834967415295,230.37731194496155
8,23,6,GA_ppSOE,116.25132408567305,,2306.0,261.3527634012432,263.6834967415295,195.62233996391296
9,23,6,IA,156.30823520191427,,1940.0,248.21795329459925,250.5486866348856,448.87280893325806
10,23,6,MP,0.29585813431401226,-0.09955324778642287,1752.0,242.47127477196042,247.1327414525331,1197.6374080181122
11,23,6,MP_ppSOE,0.2959703739036584,-0.09945326332912488,1752.0,242.47127477196042,247.1327414525331,1122.2071158885956
0,24,4,GR,,,19470.0,421.4334857804468,421.4334857804468,0.0
1,24,4,GA,2106.880478772296,,1695.0,237.95755564414472,240.28828898443103,104.78244590759277
2,24,4,GA_ppSOE,3134.5106234132404,,3098.0,283.7911797324767,286.121913072763,98.00528907775879
3,24,4,IA,5431.656549804862,,2227.0,258.7034768497988,261.0342101900851,156.56370306015017
4,24,4,MP,0.012390099345779336,-0.041227712655443914,1695.0,239.95755564414472,244.61902232471738,1150.7102830410006
5,24,4,MP_ppSOE,0.008924547845305907,0.07906223791682508,2227.0,260.7034768497988,265.36494353037153,1041.9365408420565
6,24,6,GR,,,39013.0,474.2609642329785,474.2609642329785,0.0
7,24,6,GA,6263.968434076865,,2053.0,252.52062983167775,254.85136317196412,131.01642394065857
8,24,6,GA_ppSOE,9729.080326775733,,3184.0,285.87217570752364,288.20290904780995,113.39550304412842
9,24,6,IA,7142.916273172668,,4603.0,313.88349546834917,316.2142288086355,233.92065000534058
10,24,6,MP,0.0030161597267923577,-0.036336432299835256,2053.0,254.52062983167775,259.18209651225044,1189.5168628692627
11,24,6,MP_ppSOE,0.002217163886994904,-0.06012385650305708,3184.0,287.87217570752364,292.5336423880963,1100.9757919311523
0,25,4,GR,,,12525.0,387.58984851463913,387.58984851463913,0.0
1,25,4,GA,540.0602662307108,,1590.0,233.09745257452389,235.42818591481026,120.7260410785675
2,25,4,GA_ppSOE,3582.4654684408915,,1445.0,225.8299757797753,228.1607091200616,111.55607891082764
3,25,4,IA,6029.794909931328,,408.0,129.72057139295512,132.0513047332415,133.76953411102295
4,25,4,MP,0.003773430940182121,0.014587790939081776,400.0,130.21557171844546,134.87703839901812,1229.342432975769
5,25,4,MP_ppSOE,0.011805116640286384,0.01356862825033084,400.0,130.21557171844546,134.87703839901812,1136.1787550449374
6,25,6,GR,,,26800.0,445.6359693454554,445.6359693454554,0.0
7,25,6,GA,6727.241524923482,,1477.0,227.4946556106237,229.82538895091,146.2051689624786
8,25,6,GA_ppSOE,4581.724789998362,,1417.0,224.34285635473057,226.67358969501686,132.25012993812558
9,25,6,IA,6582.021347934646,,484.0,142.70271904870285,145.0334523889892,180.30847096443176
10,25,6,MP,0.0055540169503405755,0.07456856977508547,484.0,144.70271904870285,149.3641857292755,1317.7079291343691
11,25,6,MP_ppSOE,0.005260020133051685,0.04711598826963023,484.0,144.70271904870285,149.3641857292755,1210.8381679058075
0,26,4,GR,,,6087.0,333.034024235215,333.034024235215,0.0
1,26,4,GA,4129.53128949226,,1510.0,229.17400080372056,231.50473414400693,108.55802798271179
2,26,4,GA_ppSOE,110.72212585994421,,1399.0,223.37125221281545,225.70198555310176,123.19168400764464
3,26,4,IA,169.54015834963838,,743.0,175.27716553678852,177.6078988770749,231.46614384651184
4,26,4,MP,0.1369775049956004,0.02467012260921174,970.0,197.5387675720434,202.20023425261607,1088.4519760608673
5,26,4,MP_ppSOE,0.2165124631997839,-0.08976303914430445,792.0,182.13093191613518,186.79239859670787,1153.0996840000153
6,26,6,GR,,,23536.0,435.7339370442287,435.7339370442287,0.0
7,26,6,GA,9182.922645389855,,10299.0,375.0892243797997,377.41995772008613,128.05187702178958
8,26,6,GA_ppSOE,416.6457216806615,,3950.0,302.2560513382716,304.5867846785579,173.5858998298645
9,26,6,IA,1255.135068120642,,2675.0,272.633820247327,274.9645535876133,336.0258030891418
10,26,6,MP,0.036944010055698334,0.09086804962596913,2721.0,275.92962628576555,280.59109296633824,1102.5381548404694
11,26,6,MP_ppSOE,0.01752158904922789,-0.00036473832177272357,2716.0,275.78984327781137,280.4513099583841,1228.0168120861051
0,27,4,GR,,,7593.0,349.2291086102288,349.2291086102288,0.0
1,27,4,GA,184.5802070473179,,1201.0,211.7734126163176,214.10414595660396,152.45867109298706
2,27,4,GA_ppSOE,181.38468677469925,,1201.0,211.7734126163176,214.10414595660396,133.44617509841922
3,27,4,IA,323.89000197439043,,276.0,100.01473193274224,102.34546527302857,207.24020886421204
