,sub,baseMult,model,theta,phi,SSE,AIC,BIC,time
4,27,4,MP,0.0348374215870369,0.0011066171780805543,347.0,119.41294941420013,124.0744160947728,1222.1734869480133
5,27,4,MP_ppSOE,0.09762290003721613,-0.021850453126120824,370.0,124.29049456674736,128.95196124732,1151.4502799510954
6,27,6,GR,,,16653.0,409.56945146605415,409.56945146605415,0.0
7,27,6,GA,282.5192195648932,,2026.0,251.5144861836946,253.84521952398097,201.44687509536743
8,27,6,GA_ppSOE,281.52472996955885,,2026.0,251.5144861836946,253.84521952398097,185.67744994163516
9,27,6,IA,427.03003472418334,,374.0,123.10770674174327,125.43844008202959,308.32671308517456
10,27,6,MP,0.12947239669814475,0.019785297338129074,270.0,100.3443350221153,105.005801702688,1294.8348519802096
11,27,6,MP_ppSOE,0.13026585500389615,0.04754616349248589,270.0,100.3443350221153,105.005801702688,1213.7123990058901
0,28,4,GR,,,7380.0,347.6780343662571,347.6780343662571,0.0
1,28,4,GA,564.726522325051,,401.0,128.4053346135381,130.73606795382443,147.81947302818295
2,28,4,GA_ppSOE,185.5136250158875,,1081.0,203.77304427881862,206.103777619105,128.98238396644592
3,28,4,IA,234.80701920624455,,389.0,126.09629625324075,128.4270295935271,164.7396659851074
4,28,4,MP,0.01912796613436996,0.0011629264547069473,151.0,56.177533736173096,60.83900041674575,1225.6504440307615
5,28,4,MP_ppSOE,0.06265640563572727,0.0018682184703737508,297.0,107.587908687244,112.2493753678167,1092.409784078598
6,28,6,GR,,,17012.0,410.945054630969,410.945054630969,0.0
7,28,6,GA,885.2115183953576,,649.0,164.99715260774968,167.32788594803603,168.59638595581058
8,28,6,GA_ppSOE,296.1098718255778,,2027.0,251.5519892685909,253.88272260887717,179.99813103675842
9,28,6,IA,408.59134299605864,,686.0,169.21096584540612,171.54169918569247,308.1524407863617
10,28,6,MP,0.05245125589079352,-7.23340726942745e-05,346.0,119.19361304262587,123.85507972319854,1215.335065126419
11,28,6,MP_ppSOE,0.1400817882226899,0.022228592287328226,552.0,154.6939176552981,159.35538433587075,1150.5494720935824
0,29,4,GR,,,11109.0,378.7541032498336,378.7541032498336,0.0
1,29,4,GA,1468.6773723324045,,680.0,168.54331879917044,170.87405213945678,121.79794406890869
2,29,4,GA_ppSOE,1320.6774818667313,,930.0,192.33829468543374,194.6690280257201,121.83699107170105
3,29,4,IA,1194.3235781471085,,590.0,157.753578942621,160.08431228290738,198.85761094093326
4,29,4,MP,0.023154183592947856,-0.0069114378475429936,520.0,150.15525581797482,154.81672249854745,1324.970682144165
5,29,4,MP_ppSOE,0.0263824630226665,0.04522193921557674,607.0,161.91245425876068,166.5739209393334,1237.4391689300535
6,29,6,GR,,,20928.0,426.87460342265945,426.87460342265945,0.0
7,29,6,GA,1712.2029282964745,,817.0,182.49283734759902,184.8235706878854,172.91491103172302
