,sub,baseMult,model,theta,phi,SSE,AIC,BIC,time,clust,ClustName
0,1,6,MP_ppSOE,0.07663390579434401,-0.0021194899548656982,222.0,85.46774716053207,90.12921384110471,1128.2017850875854,1,MO
1,2,6,MP_ppSOE,0.4978051889175317,0.05651601647015288,576.0,157.92844835112655,162.58991503169918,1251.6690769195554,0,GR
2,3,6,MP_ppSOE,0.08193740251860858,0.04888222701234474,335.0,116.73818655694387,121.39965323751656,1223.4838049411776,2,IA
3,4,6,MP_ppSOE,0.1126611969849202,0.03992245553675497,906.0,192.35125339750527,197.012720078078,1149.681664943695,2,IA
4,5,6,MP_ppSOE,0.012181817527122123,0.023834189727567283,5.0,-202.81845251676955,-198.15698583619687,1293.3778910636902,2,IA
5,6,6,MP_ppSOE,0.1218792619153484,0.04852093863421384,211.0,81.60548428241991,86.26695096299255,1124.4225900173187,1,MO
6,7,6,MP_ppSOE,0.03627828642643362,-0.0012353945816338974,143.0,52.04045803799178,56.701924718564435,1149.0931069850924,1,MO
7,8,6,MP_ppSOE,0.13841872669593638,0.007693959000935833,309.0,110.59820318246749,115.25966986304014,1106.9727008342745,1,MO
8,9,6,MP_ppSOE,0.021908112972957628,0.07292827595929192,297.0,107.587908687244,112.2493753678167,1242.3350491523745,2,IA
9,10,6,MP_ppSOE,0.2922642545767797,-0.09944176295221366,200.0,77.53638599588963,82.1978526764623,1143.187690973282,1,MO
10,11,6,MP_ppSOE,0.36427814186859975,-0.09880221588758513,605.0,161.66162894858275,166.32309562915543,1156.8776988983154,0,GR
11,12,6,MP_ppSOE,0.05618028417126618,0.002733519107139648,175.0,67.38800015642589,72.04946683699858,1208.7669229507444,1,MO
12,13,6,MP_ppSOE,0.0592461630038025,0.011229961167705018,253.0,95.40186728153036,100.06333396210304,1088.7294778823853,2,IA
13,14,6,MP_ppSOE,0.10438463691607447,0.09615029099654508,382.0,126.71623239233854,131.3776990729112,1205.2261800765993,2,IA
14,15,6,MP_ppSOE,0.07544596602372683,0.09881309095207297,219.0,84.43371760429291,89.09518428486557,1168.808741092682,2,IA
15,16,6,MP_ppSOE,0.3687008251745897,-0.09987769506591486,509.0,148.53031539607858,153.19178207665124,1106.3014030456545,0,GR
16,17,6,MP_ppSOE,4.4471392758760324e-05,0.002741808849902175,537.0,152.60012132091256,157.26158800148522,1175.2172501087186,2,IA
17,18,6,MP_ppSOE,0.0494805090650202,-0.0043321407443868715,514.0,149.2732343128314,153.93470099340402,1186.3991429805756,1,MO
18,19,6,MP_ppSOE,0.006102707534079621,0.06935642728374614,128.0,43.61856619612974,48.28003287670241,1196.2447519302368,2,IA
19,20,6,MP_ppSOE,0.027446037261376958,0.09246926985739712,343.0,118.53178012285028,123.19324680342295,1236.3053321838381,2,IA
20,21,6,MP_ppSOE,0.0020306205395558274,0.024325325455352258,35.0,-54.92928118856573,-50.26781450799306,1238.3352160453794,2,IA
21,22,6,MP_ppSOE,0.12570498695673454,0.0008488945216850732,509.0,148.53031539607858,153.19178207665124,1158.5719468593595,1,MO
22,23,6,MP_ppSOE,0.2959703739036584,-0.09945326332912488,1752.0,242.47127477196042,247.1327414525331,1122.2071158885956,1,MO
23,24,6,MP_ppSOE,0.002217163886994904,-0.06012385650305708,3184.0,287.87217570752364,292.5336423880963,1100.9757919311523,3,GA
24,25,6,MP_ppSOE,0.005260020133051685,0.04711598826963023,484.0,144.70271904870285,149.3641857292755,1210.8381679058075,2,IA
25,26,6,MP_ppSOE,0.01752158904922789,-0.00036473832177272357,2716.0,275.78984327781137,280.4513099583841,1228.0168120861051,1,MO
26,27,6,MP_ppSOE,0.13026585500389615,0.04754616349248589,270.0,100.34433502211529,105.005801702688,1213.7123990058901,1,MO
