,sub,baseMult,model,theta,phi,SSE,AIC,BIC,time,clust,ClustName
27,28,6,MP_ppSOE,0.1400817882226899,0.022228592287328226,552.0,154.6939176552981,159.35538433587075,1150.5494720935824,1,MO
28,29,6,MP_ppSOE,0.0734142189435194,-0.00821553228075497,484.0,144.70271904870285,149.3641857292755,1274.9785211086273,1,MO
29,30,6,MP_ppSOE,0.4814018532441002,0.016986505155048348,614.0,162.78388067742168,167.44534735799434,1337.420970916748,0,GR
30,31,6,MP_ppSOE,0.2566701160789927,-0.09056964935984993,359.0,121.99676766334801,126.65823434392068,1131.893345117569,1,MO
31,32,6,MP_ppSOE,0.10154208337448567,0.08079897956305783,5452.0,328.748338392287,333.4098050728597,1073.8934581279757,2,IA
32,33,6,MP_ppSOE,0.02010299608939126,0.04781732576793316,211.0,81.60548428241991,86.26695096299255,1164.0388028621676,2,IA
33,34,6,MP_ppSOE,0.11442713468091666,0.005534474924281505,531.0,151.74617975262618,156.40764643319886,1115.2557709217074,1,MO
34,35,6,MP_ppSOE,0.20109225109222525,-0.013808959517486464,1275.0,218.31757691527088,222.97904359584354,1157.5154898166654,1,MO
35,36,6,MP_ppSOE,0.3275301955788272,0.09677872522963944,560.0,155.78746170165766,160.44892838223032,1139.5012590885162,1,MO
36,37,6,MP_ppSOE,0.3297577974703874,-0.09081097329343613,276.0,102.01473193274224,106.67619861331491,1108.0242819786072,1,MO
37,38,6,MP_ppSOE,0.3123469128297389,-0.08852983139061095,208.0,80.51716019553899,85.17862687611166,1100.5382661819458,1,MO
38,39,6,MP_ppSOE,0.10456526571063178,0.08283273862246388,186.0,72.02101334044212,76.68248002101478,1150.5987029075625,2,IA
39,40,6,MP_ppSOE,0.3293033199072982,-0.09981325493591382,508.0,148.38085615420349,153.04232283477614,1184.9953742027285,1,MO
40,41,6,MP_ppSOE,0.2009784722186849,0.007288778406003677,219.0,84.43371760429291,89.09518428486557,1154.7620980739596,1,MO
41,42,6,MP_ppSOE,0.10201111302271526,0.003939334866206054,562.0,156.05840673015933,160.719873410732,1102.4836509227753,1,MO
42,43,6,MP_ppSOE,0.4979046416503497,0.08741467238489109,0.0,-inf,-inf,1247.5901470184324,0,GR
43,44,6,MP_ppSOE,0.00923615539094976,0.011409710084119885,468.0,142.14785662798,146.80932330855262,1191.275698184967,2,IA
44,45,6,MP_ppSOE,0.2398594466840601,-0.051099880110753684,514.0,149.2732343128314,153.93470099340402,1095.9055080413816,1,MO
45,46,6,MP_ppSOE,0.2287580208496976,-0.09151920658314812,1239.0,216.1408171420537,220.8022838226264,1183.9705538749695,1,MO
46,47,6,MP_ppSOE,0.10176797234461107,0.0271360869147893,449.0,138.99800560665017,143.65947228722285,1097.2261700630188,2,IA
47,48,6,MP_ppSOE,0.13691882291911162,0.0039284041592112535,351.0,120.28401912164465,124.94548580221728,1088.0752959251404,1,MO
48,49,6,MP_ppSOE,0.104410122712563,0.06546667974289896,256.0,96.29775191868556,100.95921859925824,1200.3220009803772,2,IA
49,50,6,MP_ppSOE,0.2972605538797123,-0.09999999992726162,3255.0,289.5482802910817,294.20974697165445,1229.04922914505,1,MO
50,51,6,MP_ppSOE,0.028801935714059413,0.0010784402663866453,157.0,59.13894734471025,63.800414025282926,1168.7329099178316,2,IA
51,52,6,MP_ppSOE,0.42415984079406494,0.08782057855040863,438.0,137.11290332684874,141.7743700074214,1183.5622179508212,0,GR
52,53,6,MP_ppSOE,0.2327692665260108,0.07490882763299539,4338.0,311.3770866836371,316.0385533642098,1188.0138850212095,1,MO
53,54,6,MP_ppSOE,0.22233561577220629,-0.02122351890492434,405.0,131.1596832383358,135.82114991890847,1060.7519409656522,1,MO
54,55,6,MP_ppSOE,0.05976282214229226,0.0148283100294615,415.0,133.01343367577192,137.67490035634458,1113.6365740299223,2,IA
55,56,6,MP_ppSOE,0.02085448499794659,-0.07701275562322636,87.0,14.273283155987196,18.934749836559853,1342.7762451171875,3,GA
56,57,6,MP_ppSOE,0.2258349630047813,-0.06094138760892566,534.0,152.1743498992136,156.83581657978633,1145.4721930027008,1,MO
57,58,6,MP_ppSOE,0.02171474627303955,0.042147043433337625,474.0,143.11602258706463,147.77748926763732,1275.2094559669495,2,IA
58,59,6,MP_ppSOE,0.4973083844972146,0.07411601477762944,0.0,-inf,-inf,1263.3150460720062,0,GR
59,60,6,MP_ppSOE,0.1280349264805696,0.025109367991092285,648.0,166.8799590610117,171.54142574158442,1050.8653140068054,1,MO
60,61,6,MP_ppSOE,0.17594283817299716,0.056502043039507836,168.0,64.28552857288652,68.94699525345918,1129.6846618652346,1,MO
61,62,6,MP_ppSOE,0.4396145187829783,0.07852756543380117,648.0,166.8799590610117,171.54142574158442,1180.2500610351562,0,GR
62,63,6,MP_ppSOE,0.3690380228787354,-0.04568926085211295,790.0,181.93876999327995,186.60023667385258,1153.9276990890505,0,GR
63,64,6,MP_ppSOE,0.02625203089028405,0.08328787462293097,281.0,103.37922100760349,108.04068768817615,1219.5715010166168,2,IA
64,65,6,MP_ppSOE,0.29781724840426743,-0.06441395348651204,199.0,77.15543281730025,81.81689949787291,1122.736005783081,1,MO
65,66,6,MP_ppSOE,0.1324474044800353,-0.0046916313396222755,259.0,97.18319882740371,101.84466550797636,1064.5365798473358,1,MO
66,67,6,MP_ppSOE,0.11015840583025094,-0.013837177146859114,440.0,137.45914538357417,142.12061206414685,1107.1650569438934,1,MO
67,68,6,MP_ppSOE,0.09037691642359696,0.002463873726604879,489.0,145.4838153383291,150.14528201890175,1144.3571619987488,1,MO
68,69,6,MP_ppSOE,0.0012158593387931458,0.01957643167960237,746.0,177.58341175372468,182.2448784342973,1134.0465140342712,2,IA
69,70,6,MP_ppSOE,0.2966197309754217,-0.08895085657852864,194.0,75.22148622705178,79.88295290762443,1156.7394380569458,1,MO
70,71,6,MP_ppSOE,0.0544745303062108,0.09280457943808264,157.0,59.13894734471025,63.800414025282926,1154.1790761947632,2,IA
71,72,6,MP_ppSOE,0.4375565776284123,-0.09883827559862517,1022.0,201.50754071627625,206.16900739684888,1173.2633199691772,0,GR
72,73,6,MP_ppSOE,0.43796472094352495,-0.09999843148618946,1056.0,203.9947694224705,208.65623610304317,1126.8145480155945,0,GR
73,74,6,MP_ppSOE,0.4651158898730882,-0.09987207334088573,1253.0,216.99475871034,221.6562253909127,1266.0457980632782,0,GR
74,75,6,MP_ppSOE,0.03510020862367585,-0.0009291728774719619,515.0,149.4209505886828,154.08241726925542,1150.2816958427431,1,MO
75,76,6,MP_ppSOE,0.03519021018591341,0.09804751382679458,142.0,51.50712251593466,56.16858919650731,1133.5220999717712,2,IA
76,77,6,MP_ppSOE,0.01586521059588181,0.059182644025723714,376.0,125.51304103587084,130.17450771644351,1181.1140880584715,2,IA
77,78,6,MP_ppSOE,0.004117592224080983,0.01913687123686178,923.0,193.76408796045558,198.42555464102833,1189.3145170211792,2,IA
78,79,6,MP_ppSOE,0.2545526364723386,0.011213191244901608,322.0,113.73018359961388,118.39165028018652,1101.9490280151367,1,MO
79,80,6,MP_ppSOE,0.2110482183524492,-0.09233108543258724,413.0,132.64628320327733,137.30774988385,1096.6929631233218,3,GA
80,81,6,MP_ppSOE,0.10400672222579152,-0.06385857186299237,167.0,63.83179588191222,68.49326256248489,1215.2562229633334,3,GA
81,82,6,MP_ppSOE,0.2010717986908244,-0.0848537300808951,3081.0,285.37298803158563,290.03445471215827,1128.453940153122,3,GA
82,83,6,MP_ppSOE,0.4980565096291738,0.07179639622054113,0.0,-inf,-inf,1194.6669211387634,0,GR
83,84,6,MP_ppSOE,0.021426413518663645,0.02809050448061376,468.0,142.14785662798,146.80932330855262,1190.8397459983826,2,IA
84,85,6,MP_ppSOE,0.3687850526807758,-0.09957756436941327,559.0,155.65162609802638,160.31309277859904,1120.6391150951383,0,GR
85,86,6,MP_ppSOE,0.4080014685933296,-0.09801619100552006,1890.0,248.23350635031915,252.89497303089172,1104.5253942012787,0,GR
86,87,6,MP_ppSOE,0.2729034283494052,-0.09493535447820714,210.0,81.24443847276646,85.90590515333912,1082.6342811584473,1,MO
87,88,6,MP_ppSOE,0.09645007717527114,-0.003957540180120949,262.0,98.0584484240822,102.71991510465486,1133.1677629947662,1,MO
88,89,6,MP_ppSOE,0.05904308584075652,-0.003766139146771636,302.0,108.85671945872892,113.51818613930159,1143.8656959533694,1,MO
89,90,6,MP_ppSOE,0.011034123050700284,-0.0011843999702113167,368.0,123.87856943907758,128.54003611965024,1249.5640449523924,3,GA
90,91,6,MP_ppSOE,0.4973237990173269,0.07522803698743799,0.0,-inf,-inf,1212.2263271808624,0,GR
91,92,6,MP_ppSOE,0.2606049632442726,-0.09844445871902242,343.0,118.53178012285028,123.19324680342295,1101.1847198009489,1,MO
92,93,6,MP_ppSOE,0.013235227292273187,-0.016188839658277762,70.0,-2.2500954660098813,2.411371214562781,1333.4769749641416,3,GA
93,94,6,MP_ppSOE,0.015346575210249522,0.04380303606048047,547.0,154.0023751223094,158.6638418028821,1314.5646369457245,2,IA
94,95,6,MP_ppSOE,0.4979393723005748,0.07566006187515348,0.0,-inf,-inf,1212.1575930118559,0,GR
95,96,6,MP_ppSOE,0.0033976514638788605,0.08507771270321697,9897.0,374.0632750903873,378.72474177096007,1048.2058210372923,2,IA
96,97,6,MP_ppSOE,0.036032930442042616,0.028793831335015587,108.0,30.706239399679532,35.36770608025219,1206.1908900737762,2,IA
97,98,6,MP_ppSOE,0.17849332976774726,-0.06370002082284726,930.0,194.33829468543374,198.9997613660064,1119.6562511920931,3,GA
98,99,6,MP_ppSOE,0.4247219219827507,-0.07319756999738976,534.0,152.1743498992136,156.83581657978633,1149.3572700023649,0,GR
99,100,6,MP_ppSOE,0.015394720455058075,0.06528035312066201,1460.0,228.6148364556199,233.27630313619247,1242.7268130779264,2,IA
100,101,6,MP_ppSOE,0.021846527598197656,0.06476471912708953,448.0,138.8285518017777,143.49001848235037,1222.5456199645994,2,IA
101,102,6,MP_ppSOE,0.4981369773838629,0.014383998108092868,0.0,-inf,-inf,1215.9907479286196,0,GR
102,103,6,MP_ppSOE,0.32110345674412955,-0.0703538820610185,269.0,100.0623309879786,104.72379766855127,1161.3018798828125,1,MO
103,104,6,MP_ppSOE,0.2398465811184132,-0.06587685687018377,432.0,136.06461084479122,140.72607752536388,1135.1574890613554,1,MO
