1,1,1,9,4,4,18,18
1,1,2,6,4,6,10,10
1,1,3,4,4,4,5,4
1,1,4,5,4,2,8,2
1,1,5,3,4,6,2,3
1,1,6,1,4,6,0,0
1,1,7,6,4,6,10,9
1,1,8,8,4,2,14,6
1,1,9,6,4,4,10,9
1,1,10,2,4,4,0,0
1,1,11,5,4,2,8,2
1,1,12,2,4,4,0,0
1,1,13,5,4,4,8,6
1,1,14,6,4,4,10,11
1,1,15,10,4,4,20,20
1,1,16,1,4,2,0,0
1,1,17,10,4,2,20,12
1,1,18,4,4,6,5,7
1,1,19,2,4,4,0,0
1,1,20,8,4,6,14,19
1,1,21,3,4,6,2,5
1,1,22,5,4,4,8,7
1,1,23,0,4,4,0,0
1,1,24,10,4,4,20,20
1,1,25,8,4,4,14,15
1,1,26,0,4,6,0,0
1,1,27,5,4,4,8,5
1,1,28,5,4,4,8,6
1,1,29,4,4,2,5,2
1,1,30,10,4,2,20,7
1,1,31,9,4,2,18,9
1,1,32,6,4,4,10,9
1,1,33,5,4,6,8,10
1,1,34,10,4,6,20,23
1,1,35,8,4,4,14,15
1,1,36,6,4,2,10,3
1,1,37,3,4,2,2,0
1,1,38,5,4,6,8,7
1,1,39,10,4,6,20,22
1,1,40,5,4,4,8,6
1,1,41,5,4,6,8,8
1,1,42,5,4,4,8,5
1,1,43,4,4,2,5,1
1,1,44,6,4,2,10,3
1,1,45,10,4,6,20,23
1,1,46,5,4,6,8,7
1,1,47,2,4,2,0,0
1,1,48,7,4,2,12,2
1,1,49,0,4,4,0,0
1,1,50,4,4,6,5,5
1,1,51,2,4,6,0,0
1,1,52,6,4,4,10,8
1,1,53,3,4,4,2,2
1,1,54,5,4,4,8,7
1,1,55,0,4,2,0,0
1,1,56,9,4,4,18,17
1,1,57,4,4,6,5,7
1,1,58,3,4,2,2,0
1,1,59,5,4,2,8,2
1,1,60,3,4,4,2,2
1,1,61,3,4,4,2,2
1,1,62,9,4,6,18,19
1,1,63,2,4,2,0,0
1,1,64,10,4,4,20,20
1,1,65,9,4,4,18,17
1,1,66,3,4,4,2,2
1,1,67,1,4,4,0,0
1,1,68,4,4,4,5,4
1,1,69,4,4,4,5,4
1,1,70,5,4,2,8,3
1,1,71,8,4,4,14,15
1,1,72,1,4,4,0,0
1,1,73,7,4,4,12,10
1,1,74,2,4,4,0,0
1,1,75,4,4,4,5,5
1,1,76,6,4,2,10,4
1,1,77,5,4,4,8,6
1,1,78,7,4,6,12,13
1,1,79,10,4,4,20,20
1,1,80,7,4,4,12,11
1,2,1,4,6,4,9,5
1,2,2,10,6,8,30,31
1,2,3,6,6,6,14,11
1,2,4,10,6,8,30,31
1,2,5,2,6,6,1,0
1,2,6,10,6,6,30,30
1,2,7,10,6,6,30,30
1,2,8,5,6,4,12,6
1,2,9,9,6,6,26,23
1,2,10,0,6,6,0,0
1,2,11,1,6,4,0,0
1,2,12,10,6,8,30,32
1,2,13,5,6,6,12,11
1,2,14,5,6,8,12,14
1,2,15,2,6,4,1,0
1,2,16,5,6,8,12,12
1,2,17,2,6,4,1,0
1,2,18,3,6,8,4,7
1,2,19,6,6,4,14,6
1,2,20,9,6,4,26,18
1,2,21,4,6,6,9,10
1,2,22,3,6,6,4,5
1,2,23,5,6,6,12,10
1,2,24,6,6,8,14,17
1,2,25,8,6,6,23,22
1,2,26,4,6,8,9,9
1,2,27,6,6,4,14,8
1,2,28,5,6,4,12,7
1,2,29,4,6,6,9,9
1,2,30,3,6,4,4,5
1,2,31,10,6,6,30,30
1,2,32,3,6,4,4,3
1,2,33,3,6,6,4,4
1,2,34,5,6,6,12,9
1,2,35,7,6,6,18,15
